1, none, minecraft:the_void, MONSTER, mowziesmobs:grottol, 10, 1, 1
1259, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1260, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
1261, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1262, ocean, minecraft:frozen_ocean, MONSTER, minecraft:spider, 80, 4, 4
1263, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1264, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1265, ocean, minecraft:frozen_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1266, ocean, minecraft:frozen_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1267, ocean, minecraft:frozen_ocean, MONSTER, minecraft:slime, 80, 4, 4
1268, ocean, minecraft:frozen_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1269, ocean, minecraft:frozen_ocean, MONSTER, minecraft:witch, 5, 1, 1
1270, ocean, minecraft:frozen_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1271, ocean, minecraft:frozen_ocean, MONSTER, mowziesmobs:grottol, 10, 1, 1
1272, ocean, minecraft:frozen_ocean, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1273, ocean, minecraft:frozen_ocean, MONSTER, midnight_madness:necromancer, 10, 1, 2
1274, ocean, minecraft:frozen_ocean, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1275, ocean, minecraft:frozen_ocean, MONSTER, turrets:missile, 20, 4, 4
1276, ocean, minecraft:frozen_ocean, MONSTER, quark:stoneling, 80, 1, 1
1277, ocean, minecraft:frozen_ocean, MONSTER, quark:toretoise, 80, 2, 4
1278, ocean, minecraft:frozen_ocean, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
1279, ocean, minecraft:frozen_ocean, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
1280, ocean, minecraft:frozen_ocean, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
1281, ocean, minecraft:frozen_ocean, CREATURE, minecraft:polar_bear, 10, 1, 2
1282, ocean, minecraft:frozen_ocean, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1283, ocean, minecraft:frozen_ocean, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1284, ocean, minecraft:frozen_ocean, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1285, ocean, minecraft:frozen_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1286, ocean, minecraft:frozen_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1287, ocean, minecraft:frozen_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1288, ocean, minecraft:frozen_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1289, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:spider, 80, 4, 4
1290, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1291, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1292, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1293, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1294, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:slime, 80, 4, 4
1295, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1296, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:witch, 5, 1, 1
1297, ocean, minecraft:deep_frozen_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1298, ocean, minecraft:deep_frozen_ocean, MONSTER, mowziesmobs:grottol, 10, 1, 1
1299, ocean, minecraft:deep_frozen_ocean, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1300, ocean, minecraft:deep_frozen_ocean, MONSTER, midnight_madness:necromancer, 10, 1, 2
1301, ocean, minecraft:deep_frozen_ocean, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1302, ocean, minecraft:deep_frozen_ocean, MONSTER, turrets:missile, 20, 4, 4
1303, ocean, minecraft:deep_frozen_ocean, MONSTER, quark:stoneling, 80, 1, 1
1304, ocean, minecraft:deep_frozen_ocean, MONSTER, quark:toretoise, 80, 2, 4
1305, ocean, minecraft:deep_frozen_ocean, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
1306, ocean, minecraft:deep_frozen_ocean, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
1307, ocean, minecraft:deep_frozen_ocean, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
1308, ocean, minecraft:deep_frozen_ocean, CREATURE, minecraft:polar_bear, 10, 1, 2
1309, ocean, minecraft:deep_frozen_ocean, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1310, ocean, minecraft:deep_frozen_ocean, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1311, ocean, minecraft:deep_frozen_ocean, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1312, ocean, minecraft:deep_frozen_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1313, ocean, minecraft:deep_frozen_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1314, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1315, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1316, mushroom, minecraft:mushroom_fields, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1317, mushroom, minecraft:mushroom_fields, MONSTER, midnight_madness:necromancer, 10, 1, 2
1318, mushroom, minecraft:mushroom_fields, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1319, mushroom, minecraft:mushroom_fields, MONSTER, turrets:missile, 20, 4, 4
1320, mushroom, minecraft:mushroom_fields, MONSTER, quark:stoneling, 80, 1, 1
1321, mushroom, minecraft:mushroom_fields, MONSTER, quark:toretoise, 80, 2, 4
1322, mushroom, minecraft:mushroom_fields, CREATURE, minecraft:mooshroom, 10, 4, 8
1323, mushroom, minecraft:mushroom_fields, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1324, mushroom, minecraft:mushroom_fields, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1325, mushroom, minecraft:mushroom_fields, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1326, mushroom, minecraft:mushroom_fields, AMBIENT, minecraft:bat, 10, 8, 8
1327, mushroom, minecraft:mushroom_fields, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1328, underground, minecraft:dripstone_caves, MONSTER, minecraft:spider, 80, 4, 4
1329, underground, minecraft:dripstone_caves, MONSTER, minecraft:zombie, 80, 4, 4
1330, underground, minecraft:dripstone_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
1331, underground, minecraft:dripstone_caves, MONSTER, minecraft:skeleton, 80, 4, 4
1332, underground, minecraft:dripstone_caves, MONSTER, minecraft:creeper, 80, 4, 4
1333, underground, minecraft:dripstone_caves, MONSTER, minecraft:slime, 80, 4, 4
1334, underground, minecraft:dripstone_caves, MONSTER, minecraft:enderman, 5, 1, 4
1335, underground, minecraft:dripstone_caves, MONSTER, minecraft:witch, 5, 1, 1
1336, underground, minecraft:dripstone_caves, MONSTER, minecraft:drowned, 80, 4, 4
1337, underground, minecraft:dripstone_caves, MONSTER, mowziesmobs:grottol, 10, 1, 1
1338, underground, minecraft:dripstone_caves, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1339, underground, minecraft:dripstone_caves, MONSTER, midnight_madness:necromancer, 10, 1, 2
1340, underground, minecraft:dripstone_caves, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1341, underground, minecraft:dripstone_caves, MONSTER, turrets:missile, 20, 4, 4
1342, underground, minecraft:dripstone_caves, MONSTER, quark:stoneling, 80, 1, 1
1343, underground, minecraft:dripstone_caves, MONSTER, quark:toretoise, 80, 2, 4
1344, underground, minecraft:dripstone_caves, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
1345, underground, minecraft:dripstone_caves, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
1346, underground, minecraft:dripstone_caves, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
1347, underground, minecraft:dripstone_caves, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1348, underground, minecraft:dripstone_caves, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1349, underground, minecraft:dripstone_caves, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1350, underground, minecraft:dripstone_caves, AMBIENT, minecraft:bat, 10, 8, 8
1351, underground, minecraft:dripstone_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1352, underground, minecraft:lush_caves, MONSTER, minecraft:spider, 80, 4, 4
1353, underground, minecraft:lush_caves, MONSTER, minecraft:zombie, 80, 4, 4
1354, underground, minecraft:lush_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
1355, underground, minecraft:lush_caves, MONSTER, minecraft:skeleton, 80, 4, 4
1356, underground, minecraft:lush_caves, MONSTER, minecraft:creeper, 80, 4, 4
1357, underground, minecraft:lush_caves, MONSTER, minecraft:slime, 80, 4, 4
1358, underground, minecraft:lush_caves, MONSTER, minecraft:enderman, 5, 1, 4
1359, underground, minecraft:lush_caves, MONSTER, minecraft:witch, 5, 1, 1
1360, underground, minecraft:lush_caves, MONSTER, mowziesmobs:grottol, 10, 1, 1
1361, underground, minecraft:lush_caves, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1362, underground, minecraft:lush_caves, MONSTER, midnight_madness:necromancer, 10, 1, 2
1363, underground, minecraft:lush_caves, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1364, underground, minecraft:lush_caves, MONSTER, turrets:missile, 20, 4, 4
1365, underground, minecraft:lush_caves, MONSTER, quark:stoneling, 80, 1, 1
1366, underground, minecraft:lush_caves, MONSTER, quark:toretoise, 80, 2, 4
1367, underground, minecraft:lush_caves, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
1368, underground, minecraft:lush_caves, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
1369, underground, minecraft:lush_caves, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
1370, underground, minecraft:lush_caves, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1371, underground, minecraft:lush_caves, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1372, underground, minecraft:lush_caves, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1373, underground, minecraft:lush_caves, AMBIENT, minecraft:bat, 10, 8, 8
1374, underground, minecraft:lush_caves, AXOLOTLS, minecraft:axolotl, 10, 4, 6
1375, underground, minecraft:lush_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1376, underground, minecraft:lush_caves, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1377, nether, minecraft:nether_wastes, MONSTER, minecraft:ghast, 50, 4, 4
1378, nether, minecraft:nether_wastes, MONSTER, minecraft:zombified_piglin, 80, 4, 4
1379, nether, minecraft:nether_wastes, MONSTER, minecraft:magma_cube, 10, 4, 4
1380, nether, minecraft:nether_wastes, MONSTER, minecraft:enderman, 5, 4, 4
1381, nether, minecraft:nether_wastes, MONSTER, minecraft:piglin, 15, 4, 4
1382, nether, minecraft:nether_wastes, MONSTER, mowziesmobs:grottol, 10, 1, 1
1383, nether, minecraft:nether_wastes, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1384, nether, minecraft:nether_wastes, MONSTER, midnight_madness:necromancer, 10, 1, 2
1385, nether, minecraft:nether_wastes, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1386, nether, minecraft:nether_wastes, MONSTER, turrets:missile, 20, 4, 4
1387, nether, minecraft:nether_wastes, MONSTER, powder_and_more_remastered:sycronited_zombie, 10, 4, 4
1388, nether, minecraft:nether_wastes, MONSTER, quark:foxhound, 30, 1, 2
1389, nether, minecraft:nether_wastes, MONSTER, mekanismadditions:baby_enderman, 10, 2, 2
1390, nether, minecraft:nether_wastes, CREATURE, minecraft:strider, 60, 1, 2
1391, nether, minecraft:nether_wastes, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1392, nether, minecraft:nether_wastes, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1393, nether, minecraft:nether_wastes, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1394, nether, minecraft:warped_forest, MONSTER, minecraft:enderman, 5, 4, 4
1395, nether, minecraft:warped_forest, MONSTER, mowziesmobs:grottol, 10, 1, 1
1396, nether, minecraft:warped_forest, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1397, nether, minecraft:warped_forest, MONSTER, midnight_madness:necromancer, 10, 1, 2
1398, nether, minecraft:warped_forest, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1399, nether, minecraft:warped_forest, MONSTER, turrets:missile, 20, 4, 4
1400, nether, minecraft:warped_forest, MONSTER, powder_and_more_remastered:sycronited_zombie, 10, 4, 4
1401, nether, minecraft:warped_forest, MONSTER, mekanismadditions:baby_enderman, 10, 2, 2
1402, nether, minecraft:warped_forest, MONSTER, minecraft:zombified_piglin, 10, 1, 4
1403, nether, minecraft:warped_forest, MONSTER, minecraft:ghast, 7, 4, 4
1404, nether, minecraft:warped_forest, CREATURE, minecraft:strider, 60, 1, 2
1405, nether, minecraft:warped_forest, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1406, nether, minecraft:warped_forest, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1407, nether, minecraft:warped_forest, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1408, nether, minecraft:crimson_forest, MONSTER, minecraft:zombified_piglin, 10, 2, 4
1409, nether, minecraft:crimson_forest, MONSTER, minecraft:hoglin, 10, 3, 4
1410, nether, minecraft:crimson_forest, MONSTER, minecraft:piglin, 10, 3, 4
1411, nether, minecraft:crimson_forest, MONSTER, mowziesmobs:grottol, 10, 1, 1
1412, nether, minecraft:crimson_forest, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1413, nether, minecraft:crimson_forest, MONSTER, midnight_madness:necromancer, 10, 1, 2
1414, nether, minecraft:crimson_forest, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1415, nether, minecraft:crimson_forest, MONSTER, turrets:missile, 20, 4, 4
1416, nether, minecraft:crimson_forest, MONSTER, minecraft:ghast, 7, 4, 4
1417, nether, minecraft:crimson_forest, CREATURE, minecraft:strider, 60, 1, 2
1418, nether, minecraft:crimson_forest, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1419, nether, minecraft:crimson_forest, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1420, nether, minecraft:crimson_forest, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1421, nether, minecraft:soul_sand_valley, MONSTER, minecraft:skeleton, 20, 5, 5
1422, nether, minecraft:soul_sand_valley, MONSTER, minecraft:ghast, 50, 4, 4
1423, nether, minecraft:soul_sand_valley, MONSTER, minecraft:enderman, 5, 4, 4
1424, nether, minecraft:soul_sand_valley, MONSTER, mowziesmobs:grottol, 10, 1, 1
1425, nether, minecraft:soul_sand_valley, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1426, nether, minecraft:soul_sand_valley, MONSTER, midnight_madness:soul_weaver, 20, 4, 8
1427, nether, minecraft:soul_sand_valley, MONSTER, midnight_madness:necromancer, 10, 1, 2
1428, nether, minecraft:soul_sand_valley, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1429, nether, minecraft:soul_sand_valley, MONSTER, turrets:missile, 20, 4, 4
1430, nether, minecraft:soul_sand_valley, MONSTER, powder_and_more_remastered:fossil_zombie, 10, 1, 2
1431, nether, minecraft:soul_sand_valley, MONSTER, quark:wraith, 10, 1, 3
1432, nether, minecraft:soul_sand_valley, MONSTER, quark:foxhound, 10, 1, 1
1433, nether, minecraft:soul_sand_valley, MONSTER, mekanismadditions:baby_enderman, 10, 2, 2
1434, nether, minecraft:soul_sand_valley, MONSTER, mekanismadditions:baby_skeleton, 10, 3, 3
1435, nether, minecraft:soul_sand_valley, MONSTER, minecraft:zombified_piglin, 10, 1, 4
1436, nether, minecraft:soul_sand_valley, CREATURE, minecraft:strider, 60, 1, 2
1437, nether, minecraft:soul_sand_valley, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1438, nether, minecraft:soul_sand_valley, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1439, nether, minecraft:soul_sand_valley, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1440, nether, minecraft:basalt_deltas, MONSTER, minecraft:ghast, 40, 1, 1
1441, nether, minecraft:basalt_deltas, MONSTER, minecraft:magma_cube, 80, 2, 5
1442, nether, minecraft:basalt_deltas, MONSTER, mowziesmobs:grottol, 10, 1, 1
1443, nether, minecraft:basalt_deltas, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1444, nether, minecraft:basalt_deltas, MONSTER, midnight_madness:necromancer, 10, 1, 2
1445, nether, minecraft:basalt_deltas, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1446, nether, minecraft:basalt_deltas, MONSTER, turrets:missile, 20, 4, 4
1447, nether, minecraft:basalt_deltas, MONSTER, powder_and_more_remastered:fossil_zombie, 10, 1, 2
1448, nether, minecraft:basalt_deltas, MONSTER, quark:foxhound, 30, 1, 2
1449, nether, minecraft:basalt_deltas, MONSTER, minecraft:zombified_piglin, 10, 1, 4
1450, nether, minecraft:basalt_deltas, CREATURE, minecraft:strider, 60, 1, 2
1451, nether, minecraft:basalt_deltas, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1452, nether, minecraft:basalt_deltas, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1453, nether, minecraft:basalt_deltas, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1454, the_end, minecraft:the_end, MONSTER, minecraft:enderman, 5, 4, 4
1455, the_end, minecraft:the_end, MONSTER, mowziesmobs:grottol, 10, 1, 1
1456, the_end, minecraft:the_end, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1457, the_end, minecraft:the_end, MONSTER, midnight_madness:necromancer, 10, 1, 2
1458, the_end, minecraft:the_end, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1459, the_end, minecraft:the_end, MONSTER, turrets:missile, 20, 4, 4
1460, the_end, minecraft:the_end, MONSTER, mekanismadditions:baby_enderman, 10, 2, 2
1461, the_end, minecraft:the_end, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1462, the_end, minecraft:the_end, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1463, the_end, minecraft:the_end, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1464, the_end, minecraft:end_highlands, MONSTER, minecraft:enderman, 5, 4, 4
1465, the_end, minecraft:end_highlands, MONSTER, mowziesmobs:grottol, 10, 1, 1
1466, the_end, minecraft:end_highlands, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1467, the_end, minecraft:end_highlands, MONSTER, midnight_madness:necromancer, 10, 1, 2
1468, the_end, minecraft:end_highlands, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1469, the_end, minecraft:end_highlands, MONSTER, turrets:missile, 20, 4, 4
1470, the_end, minecraft:end_highlands, MONSTER, mekanismadditions:baby_enderman, 10, 2, 2
1471, the_end, minecraft:end_highlands, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1472, the_end, minecraft:end_highlands, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1473, the_end, minecraft:end_highlands, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1474, the_end, minecraft:end_midlands, MONSTER, minecraft:enderman, 5, 4, 4
1475, the_end, minecraft:end_midlands, MONSTER, mowziesmobs:grottol, 10, 1, 1
1476, the_end, minecraft:end_midlands, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1477, the_end, minecraft:end_midlands, MONSTER, midnight_madness:necromancer, 10, 1, 2
1478, the_end, minecraft:end_midlands, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1479, the_end, minecraft:end_midlands, MONSTER, turrets:missile, 20, 4, 4
1480, the_end, minecraft:end_midlands, MONSTER, mekanismadditions:baby_enderman, 10, 2, 2
1481, the_end, minecraft:end_midlands, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1482, the_end, minecraft:end_midlands, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1483, the_end, minecraft:end_midlands, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1484, the_end, minecraft:small_end_islands, MONSTER, minecraft:enderman, 5, 4, 4
1485, the_end, minecraft:small_end_islands, MONSTER, mowziesmobs:grottol, 10, 1, 1
1486, the_end, minecraft:small_end_islands, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1487, the_end, minecraft:small_end_islands, MONSTER, midnight_madness:necromancer, 10, 1, 2
1488, the_end, minecraft:small_end_islands, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1489, the_end, minecraft:small_end_islands, MONSTER, turrets:missile, 20, 4, 4
1490, the_end, minecraft:small_end_islands, MONSTER, mekanismadditions:baby_enderman, 10, 2, 2
1491, the_end, minecraft:small_end_islands, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1492, the_end, minecraft:small_end_islands, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1493, the_end, minecraft:small_end_islands, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1494, the_end, minecraft:end_barrens, MONSTER, minecraft:enderman, 5, 4, 4
1495, the_end, minecraft:end_barrens, MONSTER, mowziesmobs:grottol, 10, 1, 1
1496, the_end, minecraft:end_barrens, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1497, the_end, minecraft:end_barrens, MONSTER, midnight_madness:necromancer, 10, 1, 2
1498, the_end, minecraft:end_barrens, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1499, the_end, minecraft:end_barrens, MONSTER, turrets:missile, 20, 4, 4
1500, the_end, minecraft:end_barrens, MONSTER, mekanismadditions:baby_enderman, 10, 2, 2
1501, the_end, minecraft:end_barrens, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1502, the_end, minecraft:end_barrens, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1503, the_end, minecraft:end_barrens, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1504, none, ae2:spatial_storage, MONSTER, mowziesmobs:grottol, 10, 1, 1
1505, none, ae2:spatial_storage, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1506, none, ae2:spatial_storage, MONSTER, midnight_madness:necromancer, 10, 1, 2
1507, none, ae2:spatial_storage, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1508, none, ae2:spatial_storage, MONSTER, turrets:missile, 20, 4, 4
1509, none, ae2:spatial_storage, MONSTER, quark:stoneling, 80, 1, 1
1510, none, ae2:spatial_storage, MONSTER, quark:toretoise, 80, 2, 4
1511, none, ae2:spatial_storage, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1512, none, ae2:spatial_storage, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1513, none, ae2:spatial_storage, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1514, desert, powder_and_more_remastered:quine_plains, MONSTER, mowziesmobs:grottol, 10, 1, 1
1515, desert, powder_and_more_remastered:quine_plains, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1516, desert, powder_and_more_remastered:quine_plains, MONSTER, midnight_madness:necromancer, 10, 1, 2
1517, desert, powder_and_more_remastered:quine_plains, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1518, desert, powder_and_more_remastered:quine_plains, MONSTER, turrets:missile, 20, 4, 4
1519, desert, powder_and_more_remastered:quine_plains, MONSTER, quark:stoneling, 80, 1, 1
1520, desert, powder_and_more_remastered:quine_plains, MONSTER, quark:toretoise, 80, 2, 4
1521, desert, powder_and_more_remastered:quine_plains, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1522, desert, powder_and_more_remastered:quine_plains, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1523, desert, powder_and_more_remastered:quine_plains, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1524, desert, powder_and_more_remastered:quine_plains, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1525, desert, powder_and_more_remastered:quine_forests, MONSTER, mowziesmobs:grottol, 10, 1, 1
1526, desert, powder_and_more_remastered:quine_forests, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1527, desert, powder_and_more_remastered:quine_forests, MONSTER, midnight_madness:necromancer, 10, 1, 2
1528, desert, powder_and_more_remastered:quine_forests, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1529, desert, powder_and_more_remastered:quine_forests, MONSTER, turrets:missile, 20, 4, 4
1530, desert, powder_and_more_remastered:quine_forests, MONSTER, quark:stoneling, 80, 1, 1
1531, desert, powder_and_more_remastered:quine_forests, MONSTER, quark:toretoise, 80, 2, 4
1532, desert, powder_and_more_remastered:quine_forests, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1533, desert, powder_and_more_remastered:quine_forests, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1534, desert, powder_and_more_remastered:quine_forests, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1535, desert, powder_and_more_remastered:quine_forests, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1536, underground, powder_and_more_remastered:pumice_caves, MONSTER, mowziesmobs:grottol, 10, 1, 1
1537, underground, powder_and_more_remastered:pumice_caves, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1538, underground, powder_and_more_remastered:pumice_caves, MONSTER, midnight_madness:necromancer, 10, 1, 2
1539, underground, powder_and_more_remastered:pumice_caves, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1540, underground, powder_and_more_remastered:pumice_caves, MONSTER, turrets:missile, 20, 4, 4
1541, underground, powder_and_more_remastered:pumice_caves, MONSTER, powder_and_more_remastered:sycronited_zombie, 10, 4, 4
1542, underground, powder_and_more_remastered:pumice_caves, MONSTER, powder_and_more_remastered:fossil_zombie, 10, 1, 2
1543, underground, powder_and_more_remastered:pumice_caves, MONSTER, quark:stoneling, 80, 1, 1
1544, underground, powder_and_more_remastered:pumice_caves, MONSTER, quark:toretoise, 80, 2, 4
1545, underground, powder_and_more_remastered:pumice_caves, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1546, underground, powder_and_more_remastered:pumice_caves, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1547, underground, powder_and_more_remastered:pumice_caves, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1548, nether, powder_and_more_remastered:pumice_country, MONSTER, mowziesmobs:grottol, 10, 1, 1
1549, nether, powder_and_more_remastered:pumice_country, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1550, nether, powder_and_more_remastered:pumice_country, MONSTER, midnight_madness:necromancer, 10, 1, 2
1551, nether, powder_and_more_remastered:pumice_country, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1552, nether, powder_and_more_remastered:pumice_country, MONSTER, turrets:missile, 20, 4, 4
1553, nether, powder_and_more_remastered:pumice_country, MONSTER, powder_and_more_remastered:sycronited_zombie, 10, 4, 4
1554, nether, powder_and_more_remastered:pumice_country, MONSTER, powder_and_more_remastered:fossil_zombie, 10, 1, 2
1555, nether, powder_and_more_remastered:pumice_country, MONSTER, quark:stoneling, 80, 1, 1
1556, nether, powder_and_more_remastered:pumice_country, MONSTER, quark:toretoise, 80, 2, 4
